Provincie,Jaar,Bouwsector (%)
Antwerpen,2009,94.74
Antwerpen,2010,94.29
Antwerpen,2011,94.78
Antwerpen,2012,93.98
Antwerpen,2013,93.59
Antwerpen,2014,93.97
Antwerpen,2015,93.22
Antwerpen,2016,94.15
Antwerpen,2017,93.6
Antwerpen,2018,92.45
Antwerpen,2019,90.79
Antwerpen,2020,91.51
Antwerpen,2021,90.1
Antwerpen,2022,89.1
Antwerpen,2023,87.88
Antwerpen,2024,87.86
