Provincie,Jaar,Bouwsector (%)
Henegouwen,2011,76.76
Henegouwen,2012,77.92
Henegouwen,2013,77.82
Henegouwen,2014,75.87
Henegouwen,2015,76.92
Henegouwen,2016,73.28
Henegouwen,2017,74.31
Henegouwen,2018,72.25
Henegouwen,2019,73.88
Henegouwen,2020,79.03
Henegouwen,2021,77.34
Henegouwen,2022,77.99
Henegouwen,2023,79.79
Henegouwen,2024,80.6
