Provincie,Jaar,Bouwsector (index),Niet-bouwsector (index)
Namen,2008,100.0,100.0
Namen,2009,85.75,91.06
Namen,2010,91.51,105.67
Namen,2011,97.53,110.31
Namen,2012,98.08,117.99
Namen,2013,81.92,107.85
Namen,2014,92.6,137.13
Namen,2015,91.51,124.59
Namen,2016,89.04,142.42
Namen,2017,104.66,144.6
Namen,2018,95.34,135.99
Namen,2019,94.79,152.29
Namen,2020,101.92,143.29
Namen,2021,129.59,160.25
Namen,2022,110.41,189.97
Namen,2023,118.9,165.87
