Provincie,Jaar,Bouwsector (%)
Limburg,2009,94.88
Limburg,2010,95.24
Limburg,2011,95.51
Limburg,2012,95.03
Limburg,2013,93.5
Limburg,2014,91.8
Limburg,2015,94.83
Limburg,2016,94.33
Limburg,2017,94.56
Limburg,2018,93.79
Limburg,2019,93.58
Limburg,2020,91.63
Limburg,2021,91.46
Limburg,2022,90.88
Limburg,2023,88.75
Limburg,2024,87.59
