Provincie,Jaar,Bouwsector (%)
Vlaams-Brabant,2011,81.63
Vlaams-Brabant,2012,81.42
Vlaams-Brabant,2013,81.12
Vlaams-Brabant,2014,81.47
Vlaams-Brabant,2015,76.51
Vlaams-Brabant,2016,78.14
Vlaams-Brabant,2017,80.45
Vlaams-Brabant,2018,79.08
Vlaams-Brabant,2019,79.53
Vlaams-Brabant,2020,77.84
Vlaams-Brabant,2021,75.74
Vlaams-Brabant,2022,72.93
Vlaams-Brabant,2023,71.99
Vlaams-Brabant,2024,71.2
