Provincie,Jaar,Bouwsector (%)
Luik,2011,82.49
Luik,2012,82.02
Luik,2013,80.48
Luik,2014,81.29
Luik,2015,79.53
Luik,2016,81.23
Luik,2017,77.81
Luik,2018,77.56
Luik,2019,80.9
Luik,2020,81.83
Luik,2021,82.4
Luik,2022,81.85
Luik,2023,79.68
Luik,2024,84.36
